order_item_id,order_id,product_id,quantity,unit_price
13018,4256,234,8,209.4
13019,4256,1154,2,303.69
13020,4256,1177,6,457.52
13021,4256,247,1,459.27
13022,4256,775,4,203.2
13023,4257,1053,5,405.91
13024,4257,17,1,178.05
13025,4257,950,9,194.11
13026,4258,1669,3,327.0
13027,4258,1017,5,283.14
13028,4259,1613,4,127.25
13029,4259,823,8,61.94
13030,4259,1533,3,490.98
13031,4259,514,1,167.2
13032,4259,1452,3,139.49
13033,4260,1611,8,159.02
13034,4260,1907,5,44.3
13035,4260,1121,8,344.03
13036,4261,714,3,314.12
13037,4261,1682,8,171.31
13038,4262,785,1,207.01
13039,4262,1088,9,401.7
13040,4262,945,1,355.71
13041,4262,426,10,427.55
13042,4263,408,4,401.61
13043,4264,492,3,423.9
13044,4264,1238,7,168.22
13045,4264,1936,6,465.83
13046,4264,1419,9,94.41
13047,4265,1389,7,32.04
13048,4266,177,2,215.28
13049,4266,888,10,158.27
13050,4266,676,8,323.9
13051,4266,1736,8,295.18
13052,4267,112,4,456.86
13053,4268,973,10,111.49
13054,4268,1080,3,209.06
13055,4268,630,2,143.59
13056,4269,1391,2,456.01
13057,4269,1801,3,188.78
13058,4269,1825,8,373.0
13059,4269,369,8,71.63
13060,4270,1770,7,234.24
13061,4270,1947,10,455.41
13062,4270,48,9,444.25
13063,4270,1155,3,212.87
13064,4271,415,6,235.8
13065,4271,733,3,14.07
13066,4272,1802,2,26.24
13067,4272,1082,2,80.35
13068,4272,677,10,466.82
13069,4273,1485,2,496.73
13070,4273,1707,1,195.5
13071,4273,1801,2,188.78
13072,4273,942,7,142.71
13073,4274,1419,4,94.41
13074,4275,568,7,53.8
13075,4275,1397,5,273.89
13076,4275,465,2,154.4
13077,4275,813,8,486.66
13078,4275,1265,6,107.72
13079,4276,548,6,85.54
13080,4276,947,5,228.95
13081,4277,1503,5,116.28
13082,4278,381,1,77.84
13083,4278,1891,1,32.05
13084,4279,188,5,28.82
13085,4279,233,1,185.44
13086,4279,792,7,395.5
13087,4279,487,6,42.08
13088,4279,758,6,426.52
13089,4280,1324,6,278.47
13090,4280,1665,10,191.07
13091,4280,63,5,380.63
13092,4280,1860,4,341.88
13093,4280,548,7,85.54
13094,4281,297,3,290.05
13095,4282,1549,7,384.62
13096,4282,1086,5,82.6
13097,4282,922,2,485.36
13098,4283,944,8,460.54
13099,4283,623,5,83.59
13100,4284,1504,6,394.58
13101,4285,1123,10,328.66
13102,4285,87,9,398.89
13103,4285,1984,1,126.26
13104,4285,921,10,161.68
13105,4285,815,4,473.32
13106,4286,1091,9,436.3
13107,4286,1089,5,442.89
13108,4286,227,2,199.78
13109,4287,822,4,239.91
13110,4287,1377,2,240.33
13111,4287,1431,10,172.08
13112,4287,1239,4,299.39
13113,4287,1671,10,73.14
13114,4288,731,8,75.33
13115,4289,755,9,39.64
13116,4290,1294,7,186.94
13117,4290,1322,9,206.56
13118,4290,1335,7,318.24
13119,4290,626,8,129.69
13120,4290,818,1,191.48
13121,4291,969,6,27.34
13122,4291,58,7,345.09
13123,4291,827,4,462.42
13124,4292,1475,5,47.96
13125,4292,1935,7,52.16
13126,4292,1465,10,455.48
13127,4292,347,10,319.67
13128,4293,1049,1,117.39
13129,4293,145,8,212.44
13130,4294,1531,1,64.79
13131,4294,681,2,462.82
13132,4294,1169,1,73.1
13133,4294,265,6,218.5
13134,4295,437,1,95.05
13135,4296,583,1,165.73
13136,4296,1102,4,221.98
13137,4297,252,7,242.84
13138,4297,1677,4,190.66
13139,4298,1150,6,412.18
13140,4299,497,1,114.33
13141,4300,1186,9,309.3
13142,4300,733,4,14.07
13143,4301,294,3,472.52
13144,4301,1102,7,221.98
13145,4302,455,4,69.6
13146,4302,1456,7,254.77
13147,4302,1541,6,262.41
13148,4302,1572,5,495.75
13149,4303,1856,2,314.65
13150,4303,1846,9,486.02
13151,4303,1963,7,190.55
13152,4304,1341,5,368.61
13153,4304,1789,5,225.06
13154,4304,32,6,403.29
13155,4304,1411,10,76.88
13156,4304,586,10,401.79
13157,4305,185,7,487.57
13158,4305,193,5,437.81
13159,4305,652,3,317.4
13160,4306,1390,10,70.2
13161,4306,648,2,380.02
13162,4306,56,3,395.76
13163,4307,901,1,42.45
13164,4308,408,8,401.61
13165,4308,329,5,100.19
13166,4308,1308,3,423.72
13167,4308,1220,9,211.28
13168,4309,513,9,419.11
13169,4310,949,7,314.13
13170,4310,113,8,281.75
13171,4311,60,8,107.29
13172,4311,762,9,391.03
13173,4311,1915,9,28.71
13174,4311,357,7,373.12
13175,4312,1914,4,127.14
13176,4312,1923,10,49.23
13177,4313,1899,2,449.73
13178,4314,958,4,75.1
13179,4314,541,6,224.73
13180,4315,191,1,340.53
13181,4316,1459,7,26.56
13182,4316,1094,6,496.36
13183,4317,992,1,89.57
13184,4317,101,8,457.27
13185,4318,1309,2,438.49
13186,4318,1918,3,354.75
13187,4318,714,8,314.12
13188,4318,1691,2,487.56
13189,4318,452,9,382.81
13190,4319,185,8,487.57
13191,4319,98,5,282.54
13192,4319,684,7,395.73
13193,4319,1236,4,256.78
13194,4319,1841,2,21.84
13195,4320,784,3,367.48
13196,4320,1811,2,357.78
13197,4321,1564,1,385.3
13198,4321,1930,7,110.07
13199,4321,1270,9,410.21
13200,4321,1111,4,194.82
13201,4321,1847,5,12.55
13202,4322,942,5,142.71
13203,4322,651,6,25.32
13204,4322,1323,4,137.38
13205,4322,562,2,139.34
13206,4322,1441,2,225.94
13207,4323,260,8,435.89
13208,4323,592,4,249.77
13209,4323,229,8,354.81
13210,4324,1673,5,58.42
13211,4324,169,4,306.58
13212,4324,865,8,202.33
13213,4324,105,5,449.61
13214,4325,114,5,130.92
13215,4325,955,2,320.92
13216,4325,1482,2,12.99
13217,4325,341,6,319.11
13218,4326,980,10,297.2
13219,4326,683,2,359.6
13220,4327,1991,8,57.25
13221,4327,785,8,207.01
13222,4327,520,2,327.82
13223,4327,1921,6,306.26
13224,4328,1828,4,130.84
13225,4328,1414,3,73.87
13226,4328,45,7,434.05
13227,4328,1605,5,319.53
13228,4329,631,1,122.62
13229,4329,1086,6,82.6
13230,4329,1926,7,373.07
13231,4330,540,7,52.47
13232,4330,1719,7,215.9
13233,4330,943,6,285.33
13234,4331,1860,6,341.88
13235,4331,451,7,166.23
13236,4331,1270,3,410.21
13237,4331,592,4,249.77
13238,4331,1516,8,389.95
13239,4332,44,7,465.96
13240,4333,1364,10,427.45
13241,4333,865,3,202.33
13242,4334,1814,8,462.34
13243,4334,1762,7,258.62
13244,4335,243,8,441.57
13245,4336,405,1,124.97
13246,4336,560,2,124.95
13247,4336,1620,3,189.93
13248,4336,268,5,182.71
13249,4336,1838,7,255.91
13250,4337,1613,9,127.25
13251,4337,1419,2,94.41
13252,4337,763,10,326.64
13253,4338,690,6,47.37
13254,4338,1041,8,388.7
13255,4339,341,4,319.11
13256,4340,1250,6,308.04
13257,4340,1467,7,300.01
13258,4340,730,8,496.54
13259,4341,928,3,277.29
13260,4342,1063,3,441.9
13261,4342,366,6,79.66
13262,4343,138,2,100.14
13263,4343,1586,4,349.5
13264,4343,217,2,149.45
13265,4343,1130,2,72.8
13266,4344,861,6,166.53
13267,4344,935,2,397.57
13268,4344,1777,1,389.0
13269,4345,1730,3,293.09
13270,4345,1273,8,314.63
13271,4345,1898,9,257.46
13272,4345,1649,2,183.6
13273,4346,1803,6,251.7
13274,4347,1175,10,191.73
13275,4347,902,6,44.93
13276,4347,1395,2,143.93
13277,4348,1486,9,27.44
13278,4348,1293,7,224.02
13279,4349,4,7,498.37
13280,4349,1517,8,187.22
13281,4349,1229,6,268.24
13282,4350,1513,2,364.42
13283,4350,321,7,108.21
13284,4350,1992,10,383.59
13285,4350,77,1,440.49
13286,4351,575,8,174.93
13287,4351,1026,1,417.82
13288,4351,249,6,13.96
13289,4351,1010,2,77.91
13290,4351,174,10,459.24
13291,4352,177,7,215.28
13292,4352,1399,2,383.71
13293,4353,946,2,439.75
13294,4353,1686,7,306.41
13295,4353,761,4,26.77
13296,4353,663,2,54.79
13297,4354,610,7,463.34
13298,4354,810,3,60.86
13299,4354,427,7,346.21
13300,4354,336,7,67.83
13301,4354,337,10,228.87
13302,4355,65,7,306.42
13303,4355,393,8,98.74
13304,4356,1858,10,249.53
13305,4356,1818,8,237.6
13306,4356,668,4,89.17
13307,4356,861,10,166.53
13308,4356,1225,6,104.72
13309,4357,23,6,80.54
13310,4357,501,9,410.76
13311,4357,639,1,14.31
13312,4357,1672,1,23.48
13313,4357,1637,8,56.99
13314,4358,420,9,14.84
13315,4358,738,5,360.66
13316,4358,1847,9,12.55
13317,4359,451,4,166.23
13318,4359,948,4,363.81
13319,4359,629,6,6.8
13320,4359,1936,10,465.83
13321,4360,487,5,42.08
13322,4360,758,10,426.52
13323,4361,695,1,66.32
13324,4361,807,9,465.81
13325,4361,1671,5,73.14
13326,4361,62,6,300.15
13327,4362,1193,9,226.83
13328,4363,1661,10,82.67
13329,4363,884,2,195.89
13330,4363,689,9,14.44
13331,4364,764,6,289.66
13332,4364,1412,6,429.19
13333,4364,535,8,495.04
13334,4364,434,6,204.04
13335,4365,1027,5,483.36
13336,4366,1650,7,111.01
13337,4366,954,9,174.77
13338,4367,1677,7,190.66
13339,4367,1686,5,306.41
13340,4368,593,10,312.64
13341,4368,536,8,287.35
13342,4368,211,6,43.29
13343,4369,1231,6,107.64
13344,4369,1945,6,181.59
13345,4369,183,10,50.58
13346,4369,1390,7,70.2
13347,4370,978,10,481.76
13348,4370,757,6,78.01
13349,4370,1746,7,278.62
13350,4370,51,4,350.56
13351,4370,203,5,296.16
13352,4371,948,3,363.81
13353,4371,1692,5,90.9
13354,4371,51,2,350.56
13355,4371,1900,5,495.1
13356,4372,1294,2,186.94
13357,4372,1429,10,288.44
13358,4373,102,8,275.68
13359,4373,1590,2,408.74
13360,4374,1880,3,450.69
13361,4374,1342,8,346.08
13362,4374,918,10,405.27
13363,4374,1636,9,436.54
13364,4375,49,4,9.3
13365,4375,1851,3,23.73
13366,4375,1004,4,324.3
13367,4375,1523,5,160.94
13368,4375,104,10,73.0
13369,4376,1376,9,22.17
13370,4376,390,5,415.61
13371,4377,1338,9,371.67
13372,4377,1583,4,353.73
13373,4377,1515,6,494.08
13374,4377,115,5,24.8
13375,4377,810,7,60.86
13376,4378,416,5,170.33
13377,4378,498,6,179.96
13378,4378,1499,1,63.04
13379,4379,1033,5,371.97
13380,4379,1888,8,5.53
13381,4379,1376,6,22.17
13382,4379,1913,2,360.04
13383,4380,1505,7,127.52
13384,4380,1301,5,165.16
13385,4380,35,5,14.56
13386,4381,297,5,290.05
13387,4381,789,1,155.99
13388,4381,1694,8,228.33
13389,4381,1271,8,280.7
13390,4381,612,6,314.02
13391,4382,13,6,371.63
13392,4383,817,6,294.39
13393,4383,812,2,472.32
13394,4383,1364,6,427.45
13395,4383,289,3,153.36
13396,4383,707,9,378.13
13397,4384,819,1,280.99
13398,4384,1669,7,327.0
13399,4384,1317,3,202.69
13400,4384,469,10,431.12
13401,4384,627,1,486.54
13402,4385,1640,5,468.15
13403,4386,1605,1,319.53
13404,4387,98,10,282.54
13405,4387,698,6,387.32
13406,4387,1671,7,73.14
13407,4387,1056,4,479.65
13408,4388,81,1,140.59
13409,4388,613,5,308.32
13410,4388,867,4,360.69
13411,4388,688,2,92.85
13412,4388,1687,8,143.09
13413,4389,749,6,28.09
13414,4389,794,8,162.84
13415,4389,1516,5,389.95
13416,4389,447,6,201.02
13417,4390,977,5,123.04
13418,4390,1462,5,403.14
13419,4390,1892,4,415.52
13420,4390,1190,9,215.19
13421,4390,6,2,194.48
13422,4391,1140,2,68.51
13423,4391,1120,7,228.66
13424,4391,673,3,62.67
13425,4391,1700,9,107.24
13426,4391,46,7,280.34
13427,4392,239,10,398.04
13428,4392,582,7,485.48
13429,4392,619,9,389.1
13430,4392,1102,2,221.98
13431,4393,1920,3,154.16
13432,4393,1231,6,107.64
13433,4393,1492,2,152.69
13434,4393,699,1,201.6
13435,4394,1246,6,393.12
13436,4394,1764,7,436.71
13437,4395,1296,7,273.22
13438,4395,879,2,311.27
13439,4395,856,8,253.89
13440,4395,1214,6,195.54
13441,4395,607,6,490.31
13442,4396,922,1,485.36
13443,4396,135,7,178.03
13444,4397,56,7,395.76
13445,4397,1801,9,188.78
13446,4397,1748,1,92.48
13447,4397,401,2,464.67
13448,4398,1602,5,317.45
13449,4398,641,5,396.09
13450,4398,240,3,169.31
13451,4399,812,6,472.32
13452,4399,1319,1,355.09
13453,4399,1627,10,368.4
13454,4399,1194,7,304.08
13455,4399,801,9,297.67
13456,4400,1024,5,326.09
13457,4401,485,7,221.35
13458,4401,323,9,376.98
13459,4402,1393,5,168.11
13460,4403,1832,10,252.6
13461,4404,882,8,6.35
13462,4404,991,2,348.34
13463,4404,1768,8,167.81
13464,4404,1414,8,73.87
13465,4404,1752,2,131.27
13466,4405,1678,8,97.26
13467,4405,1627,3,368.4
13468,4405,1822,4,12.86
13469,4406,1633,7,113.9
13470,4406,1573,3,363.54
13471,4406,478,2,117.52
13472,4406,304,2,93.52
13473,4407,1902,10,133.94
13474,4407,791,5,21.95
13475,4408,55,7,393.14
13476,4408,520,5,327.82
13477,4408,702,4,167.12
13478,4408,1015,3,265.71
13479,4409,1875,9,134.08
13480,4410,1842,10,287.02
13481,4410,459,4,262.31
13482,4410,931,1,85.27
13483,4410,269,10,116.42
13484,4410,1690,4,257.76
13485,4411,156,5,70.74
13486,4412,373,6,208.23
13487,4412,1301,8,165.16
13488,4413,1418,6,356.17
13489,4413,612,4,314.02
13490,4414,308,4,493.23
13491,4414,1726,8,101.65
13492,4414,1525,5,260.71
13493,4415,1924,8,126.19
13494,4415,962,1,355.13
13495,4415,1422,6,362.11
13496,4416,766,6,438.53
13497,4416,898,7,313.55
13498,4416,795,5,45.6
13499,4416,1746,3,278.62
13500,4417,243,5,441.57
13501,4417,216,6,152.96
13502,4417,363,6,241.03
13503,4417,227,8,199.78
13504,4417,255,2,110.6
13505,4418,1200,1,132.74
13506,4418,660,6,243.12
13507,4419,796,6,347.6
13508,4419,899,4,50.63
13509,4419,142,7,29.37
13510,4419,407,2,47.97
13511,4419,35,10,14.56
13512,4420,1805,7,472.87
13513,4420,719,1,232.31
13514,4421,1231,10,107.64
13515,4422,1238,3,168.22
13516,4422,480,5,96.52
13517,4422,485,5,221.35
13518,4423,1316,1,123.95
13519,4423,287,5,43.34
13520,4423,1763,6,323.63
13521,4423,1064,4,266.34
13522,4423,1810,1,352.35
13523,4424,1331,8,43.06
13524,4425,1198,4,269.57
13525,4425,1148,5,481.25
13526,4425,1502,5,492.68
13527,4425,1573,9,363.54
13528,4425,1743,1,203.24
13529,4426,1339,7,433.99
13530,4426,616,7,387.33
13531,4426,498,7,179.96
13532,4426,491,7,199.83
13533,4426,463,5,47.86
13534,4427,511,5,282.86
13535,4427,749,8,28.09
13536,4427,1263,8,477.14
13537,4427,355,6,411.65
13538,4427,542,8,206.01
13539,4428,1210,3,180.58
13540,4428,1014,4,268.14
13541,4428,1582,6,411.96
13542,4428,1875,4,134.08
13543,4428,1271,1,280.7
13544,4429,1953,7,53.13
13545,4429,1198,3,269.57
13546,4429,1180,2,420.1
13547,4430,730,9,496.54
13548,4430,443,8,232.77
13549,4430,8,9,441.16
13550,4431,144,4,320.94
13551,4431,1650,3,111.01
13552,4432,563,3,397.29
13553,4432,231,2,367.6
13554,4432,41,4,472.52
13555,4433,388,7,436.14
13556,4433,1967,8,85.02
13557,4433,87,10,398.89
13558,4433,58,1,345.09
13559,4433,419,2,280.59
13560,4434,167,1,146.5
13561,4434,1645,10,75.69
13562,4434,279,2,484.38
13563,4434,1046,8,50.92
13564,4435,329,3,100.19
13565,4435,1390,1,70.2
13566,4436,212,4,192.76
13567,4436,355,6,411.65
13568,4436,689,8,14.44
13569,4436,155,6,260.59
13570,4436,1971,4,41.19
13571,4437,606,7,244.65
13572,4437,1372,9,181.13
13573,4437,1183,1,322.11
13574,4437,540,1,52.47
13575,4438,1538,10,17.22
13576,4439,1525,9,260.71
13577,4440,1136,9,270.56
13578,4441,264,6,498.96
13579,4441,1820,3,156.51
13580,4442,1584,7,205.16
13581,4443,300,10,369.58
13582,4443,1261,7,347.83
13583,4443,699,9,201.6
13584,4444,654,5,431.17
13585,4444,1129,10,333.32
13586,4444,1936,2,465.83
13587,4444,1146,8,294.2
13588,4444,76,8,357.74
13589,4445,1268,9,42.95
13590,4445,1577,9,188.97
13591,4446,1349,6,462.11
13592,4447,1007,3,389.52
13593,4447,982,4,110.0
13594,4447,1152,1,438.4
13595,4448,998,6,124.77
13596,4448,1719,8,215.9
13597,4448,633,3,5.27
13598,4448,219,4,166.09
13599,4449,1717,3,454.43
13600,4449,1566,8,475.63
13601,4449,65,5,306.42
13602,4449,1305,8,474.53
13603,4449,1886,6,336.17
13604,4450,236,9,496.52
13605,4450,1979,10,448.27
13606,4451,1848,3,48.6
13607,4451,1594,1,304.86
13608,4451,68,9,218.2
13609,4451,910,6,226.4
13610,4451,759,6,27.48
13611,4452,1237,8,151.1
13612,4453,1073,5,341.1
13613,4453,1996,6,290.78
13614,4453,473,9,156.67
13615,4453,1791,10,21.33
13616,4453,709,3,188.35
13617,4454,1375,7,164.19
13618,4454,446,8,437.16
13619,4454,1933,7,271.32
13620,4454,877,1,421.67
13621,4454,1317,10,202.69
13622,4455,1447,8,383.64
13623,4456,593,6,312.64
13624,4456,195,10,402.03
13625,4456,925,5,140.81
13626,4457,381,4,77.84
13627,4457,1333,6,34.02
13628,4457,471,6,364.11
13629,4458,1510,5,300.62
13630,4458,388,1,436.14
13631,4458,1585,6,288.88
13632,4458,985,10,94.02
13633,4458,1591,9,370.08
13634,4459,1302,6,274.36
13635,4459,1946,2,278.52
13636,4459,844,2,341.99
13637,4459,419,7,280.59
13638,4460,1379,6,102.58
13639,4460,1056,9,479.65
13640,4460,1191,4,277.65
13641,4460,253,3,225.56
13642,4460,418,2,385.39
13643,4461,1106,5,257.09
13644,4462,279,10,484.38
13645,4462,493,1,29.22
13646,4463,617,6,266.1
13647,4463,1500,9,260.18
13648,4463,1975,7,493.86
13649,4464,229,8,354.81
13650,4464,610,7,463.34
13651,4464,222,2,302.24
13652,4465,54,2,163.35
13653,4465,859,10,162.36
13654,4465,1536,2,309.28
13655,4466,1702,1,53.74
13656,4466,428,5,154.52
13657,4466,768,9,128.11
13658,4467,460,8,223.71
13659,4467,1770,10,234.24
13660,4468,690,6,47.37
13661,4468,1805,9,472.87
13662,4468,983,9,86.81
13663,4468,590,7,50.61
13664,4469,1423,6,297.33
13665,4470,1170,10,265.02
13666,4470,59,1,96.18
13667,4470,243,5,441.57
13668,4470,811,8,452.92
13669,4471,1147,6,359.45
13670,4471,1495,8,422.82
13671,4471,1456,9,254.77
13672,4471,100,3,145.85
13673,4471,105,9,449.61
13674,4472,1073,6,341.1
13675,4472,646,8,475.32
13676,4472,405,8,124.97
13677,4472,1981,4,208.99
13678,4473,218,5,402.5
13679,4473,1478,7,384.0
13680,4473,64,10,212.57
13681,4473,1081,2,223.45
13682,4473,1594,4,304.86
13683,4474,1260,8,410.77
13684,4474,958,4,75.1
13685,4475,1164,6,206.0
13686,4475,1497,8,310.54
13687,4475,458,6,226.35
13688,4475,1939,10,281.12
13689,4476,823,1,61.94
13690,4476,1268,1,42.95
13691,4476,868,2,478.36
13692,4476,387,1,293.27
13693,4477,737,5,34.52
13694,4477,1933,9,271.32
13695,4477,1023,6,376.63
13696,4477,1806,5,15.88
13697,4478,248,8,23.73
13698,4478,1327,5,77.8
13699,4479,600,6,348.02
13700,4480,1024,10,326.09
13701,4481,533,3,305.61
13702,4481,94,2,252.74
13703,4482,1293,3,224.02
13704,4482,106,3,311.33
13705,4483,625,9,368.5
13706,4484,86,4,202.27
13707,4484,80,6,115.3
13708,4484,1021,7,127.86
13709,4484,944,10,460.54
13710,4484,904,8,55.95
13711,4485,328,8,76.35
13712,4485,347,3,319.67
13713,4485,1620,6,189.93
13714,4486,580,6,39.18
13715,4486,1942,7,203.85
13716,4487,672,10,465.14
13717,4487,885,2,438.8
13718,4488,1992,5,383.59
13719,4488,64,6,212.57
13720,4488,1824,1,320.24
13721,4488,54,2,163.35
13722,4489,52,8,254.99
13723,4489,400,3,459.37
13724,4489,1747,5,138.81
13725,4489,482,1,105.63
13726,4490,249,3,13.96
13727,4491,1872,3,157.72
13728,4492,1159,10,109.95
13729,4492,679,2,136.49
13730,4492,1440,2,378.1
13731,4493,1050,10,465.81
13732,4493,1202,9,33.87
13733,4493,508,9,88.6
13734,4493,156,2,70.74
13735,4493,875,6,362.83
13736,4494,977,6,123.04
13737,4494,1060,8,305.97
13738,4495,672,1,465.14
13739,4495,18,10,328.23
13740,4496,1703,10,58.42
13741,4496,319,9,30.26
13742,4496,541,3,224.73
13743,4496,1225,9,104.72
13744,4497,27,4,273.26
13745,4497,1987,9,281.56
13746,4497,56,4,395.76
13747,4498,1180,6,420.1
13748,4498,1267,4,160.29
13749,4498,1127,1,420.92
13750,4498,363,7,241.03
13751,4499,1030,3,497.59
13752,4499,1246,7,393.12
13753,4499,154,6,22.3
13754,4499,1222,2,299.99
13755,4499,895,3,11.44
13756,4500,539,10,240.36
13757,4500,1152,10,438.4
13758,4500,1635,7,437.19
13759,4500,738,3,360.66
13760,4500,13,5,371.63
13761,4501,1722,10,240.88
13762,4502,1032,1,240.59
13763,4502,1132,2,75.84
13764,4503,245,9,59.4
13765,4503,1004,3,324.3
13766,4504,1257,10,168.7
13767,4504,83,7,138.68
13768,4504,1914,10,127.14
13769,4505,1872,8,157.72
13770,4506,62,5,300.15
13771,4506,597,7,307.3
13772,4507,1347,2,313.95
13773,4508,1278,3,212.78
13774,4509,1218,3,331.63
13775,4509,1173,9,362.47
13776,4509,801,5,297.67
13777,4509,979,7,357.13
13778,4510,1583,2,353.73
13779,4510,1874,3,138.41
13780,4510,542,8,206.01
13781,4510,1508,3,308.87
13782,4510,257,6,445.92
13783,4511,1464,8,54.86
13784,4512,423,4,185.37
13785,4512,1106,9,257.09
13786,4512,1175,4,191.73
13787,4512,1559,1,58.45
13788,4513,631,10,122.62
13789,4513,1840,7,104.97
13790,4513,203,1,296.16
13791,4513,441,10,329.54
13792,4513,574,9,419.39
13793,4514,384,7,339.57
13794,4514,1263,7,477.14
13795,4514,626,8,129.69
13796,4514,1456,7,254.77
13797,4514,1544,9,172.22
13798,4515,673,10,62.67
13799,4515,1804,5,315.55
13800,4515,835,2,353.5
13801,4515,66,6,190.59
13802,4516,450,2,481.53
13803,4516,1914,1,127.14
13804,4516,474,9,356.61
13805,4516,1976,4,397.76
13806,4516,1000,7,254.92
13807,4517,553,8,342.45
13808,4517,408,4,401.61
13809,4517,1798,7,234.0
13810,4517,263,10,28.57
13811,4517,1037,5,205.7
13812,4518,1778,6,305.64
13813,4519,62,1,300.15
13814,4519,1828,1,130.84
13815,4519,332,9,385.65
13816,4520,1089,3,442.89
13817,4521,387,10,293.27
13818,4521,47,8,260.73
13819,4522,150,2,66.35
13820,4522,1078,2,403.64
13821,4522,1385,10,6.17
13822,4522,1538,4,17.22
13823,4522,1329,7,165.74
13824,4523,687,1,436.65
13825,4523,1346,10,442.73
13826,4524,69,5,28.9
13827,4524,1911,4,285.22
13828,4524,321,8,108.21
13829,4524,1270,9,410.21
13830,4525,1643,9,459.42
13831,4525,1876,1,115.04
13832,4525,1699,7,409.55
13833,4525,1093,9,139.59
13834,4525,169,9,306.58
13835,4526,728,2,250.01
13836,4526,1051,4,33.25
13837,4526,188,1,28.82
13838,4526,444,2,8.65
13839,4526,1726,10,101.65
13840,4527,1955,5,263.55
13841,4527,1670,3,234.62
13842,4528,1702,1,53.74
13843,4528,1286,6,285.54
13844,4528,1004,5,324.3
13845,4528,1278,6,212.78
13846,4528,438,3,353.09
13847,4529,538,5,331.22
13848,4529,526,1,19.34
13849,4529,1153,7,29.24
13850,4529,1694,2,228.33
13851,4529,1755,10,318.1
13852,4530,1309,5,438.49
13853,4530,1216,6,365.96
13854,4530,601,6,342.21
13855,4531,236,8,496.52
13856,4531,265,2,218.5
13857,4531,400,2,459.37
13858,4532,1793,9,73.62
13859,4532,1137,2,423.73
13860,4532,208,6,286.81
13861,4533,1975,8,493.86
13862,4533,466,5,122.66
13863,4533,1754,6,425.28
13864,4533,1579,3,302.67
13865,4534,1147,1,359.45
13866,4535,1727,2,214.44
13867,4535,1634,6,272.69
13868,4536,91,8,228.6
13869,4536,1640,7,468.15
13870,4536,1318,8,144.84
13871,4536,696,10,255.92
13872,4536,1161,9,199.68
13873,4537,1166,10,77.76
13874,4538,685,2,294.89
13875,4538,1816,5,276.69
13876,4538,162,8,335.87
13877,4539,1041,3,388.7
13878,4539,60,2,107.29
13879,4539,1399,2,383.71
13880,4540,1896,2,154.49
13881,4540,243,8,441.57
13882,4540,1730,3,293.09
13883,4540,1582,5,411.96
13884,4540,767,9,110.47
13885,4541,1915,1,28.71
13886,4541,1714,4,65.2
13887,4542,311,8,384.08
13888,4542,1136,9,270.56
13889,4542,900,8,408.92
13890,4542,962,5,355.13
13891,4542,1244,9,36.05
13892,4543,1654,9,475.12
13893,4543,1567,1,242.57
13894,4543,893,4,169.99
13895,4543,1698,5,442.92
13896,4543,242,8,248.58
13897,4544,255,9,110.6
13898,4544,1158,3,278.85
13899,4544,1437,9,319.62
13900,4545,639,1,14.31
13901,4546,163,8,90.94
13902,4546,1913,5,360.04
13903,4546,1891,8,32.05
13904,4547,1333,9,34.02
13905,4547,350,5,426.67
13906,4548,916,3,127.44
13907,4549,1428,7,90.89
13908,4549,1890,10,96.7
13909,4550,233,5,185.44
13910,4551,601,6,342.21
13911,4551,1187,10,248.01
13912,4551,473,10,156.67
13913,4552,604,9,248.01
13914,4552,1438,8,319.1
13915,4553,825,4,485.34
13916,4553,1341,10,368.61
13917,4554,509,1,204.76
13918,4554,853,2,10.72
13919,4555,1222,5,299.99
13920,4555,1795,10,92.43
13921,4555,266,1,267.94
13922,4555,1446,10,226.78
13923,4555,1878,5,359.79
13924,4556,310,10,428.27
13925,4556,868,2,478.36
13926,4556,1017,5,283.14
13927,4556,541,7,224.73
13928,4556,204,10,102.03
13929,4557,551,9,11.54
13930,4557,35,6,14.56
13931,4558,881,6,402.56
13932,4558,175,3,113.31
13933,4558,792,10,395.5
13934,4559,1961,3,194.2
13935,4559,1563,9,422.4
13936,4559,211,5,43.29
13937,4559,1448,2,186.2
13938,4559,966,7,358.25
13939,4560,981,8,214.64
13940,4560,1959,4,167.7
13941,4561,4,2,498.37
13942,4561,988,8,146.38
13943,4562,1229,1,268.24
13944,4562,1987,4,281.56
13945,4562,801,9,297.67
13946,4562,916,3,127.44
13947,4562,729,9,228.74
13948,4563,216,8,152.96
13949,4564,1000,6,254.92
13950,4564,386,8,41.34
13951,4564,325,4,212.57
13952,4564,689,4,14.44
13953,4565,1345,7,469.01
13954,4565,1189,7,467.6
13955,4565,1368,6,376.15
13956,4565,640,3,392.58
13957,4566,820,10,264.89
13958,4566,328,6,76.35
13959,4566,874,4,406.04
13960,4566,1150,4,412.18
13961,4566,140,3,265.28
13962,4567,415,2,235.8
13963,4567,1758,2,90.78
13964,4567,1025,10,83.08
13965,4567,164,5,312.15
13966,4567,573,7,363.67
13967,4568,1396,3,288.67
13968,4568,694,6,134.97
13969,4568,950,8,194.11
13970,4569,134,8,480.0
13971,4570,1437,10,319.62
13972,4570,1235,3,91.9
13973,4571,191,6,340.53
13974,4571,1027,10,483.36
13975,4572,692,8,24.56
13976,4573,417,10,123.35
13977,4573,833,7,436.47
13978,4574,1473,1,426.63
13979,4574,1274,3,457.68
13980,4574,214,7,17.52
13981,4574,1643,7,459.42
