order_id,customer_id,order_date,status,total_amount
2639,3889,2024-02-14,Delivered,5814.32
2640,2510,2024-02-27,Shipped,2729.28
2641,4125,2023-11-06,Cancelled,1988.86
2642,1332,2024-06-28,Delivered,6339.15
2643,4416,2024-08-24,Processing,1758.95
2644,2746,2023-11-17,Delivered,11207.45
2645,4041,2023-10-28,Cancelled,3397.38
2646,1196,2024-03-28,Shipped,6406.38
2647,800,2024-04-22,Processing,4454.02
2648,3923,2024-04-27,Cancelled,4723.12
2649,1816,2024-09-14,Processing,1998.75
2650,4969,2024-01-30,Shipped,5554.81
2651,3747,2024-06-03,Delivered,148.0
2652,691,2024-09-23,Processing,6011.72
2653,992,2024-07-07,Cancelled,41.19
2654,2038,2023-11-06,Shipped,4910.46
2655,2542,2023-11-22,Processing,2001.99
2656,2630,2024-07-31,Shipped,5732.18
2657,2380,2023-11-08,Delivered,8713.33
2658,2354,2023-12-06,Processing,5154.48
2659,4261,2024-09-16,Shipped,8049.64
2660,4959,2023-11-08,Cancelled,4268.24
2661,485,2024-02-01,Cancelled,1692.87
2662,4216,2023-12-10,Cancelled,6432.88
2663,433,2024-10-09,Shipped,7435.49
2664,2307,2024-06-07,Shipped,5761.69
2665,850,2024-05-16,Cancelled,935.63
2666,3839,2024-05-09,Cancelled,3580.56
2667,86,2023-11-19,Shipped,2912.03
2668,155,2024-05-21,Processing,2045.02
2669,3793,2024-04-29,Shipped,6902.44
2670,2731,2024-03-25,Shipped,5978.83
2671,4904,2024-05-12,Delivered,625.4
2672,1457,2023-12-18,Processing,4853.92
2673,3797,2023-12-27,Cancelled,175.2
2674,438,2024-03-04,Shipped,8308.09
2675,4698,2024-03-05,Cancelled,3022.83
2676,2787,2024-09-20,Processing,8208.82
2677,4066,2024-03-25,Delivered,4865.54
2678,297,2024-01-13,Shipped,1893.8
2679,4094,2024-05-14,Shipped,2406.0
2680,1553,2024-04-23,Delivered,9970.49
2681,3980,2024-06-09,Processing,3733.0
2682,848,2024-01-07,Processing,3237.42
2683,1391,2023-12-21,Delivered,748.87
2684,4976,2024-01-11,Delivered,4485.38
2685,4983,2024-06-23,Processing,1279.55
2686,2593,2024-09-05,Processing,4488.8
2687,1257,2023-10-20,Processing,5121.55
2688,3774,2024-10-07,Shipped,6604.68
2689,4686,2024-06-30,Shipped,4130.96
2690,2213,2024-02-24,Cancelled,8554.8
2691,1517,2024-01-30,Processing,7905.71
2692,1505,2024-09-29,Processing,4697.1
2693,3963,2024-06-18,Delivered,6005.6
2694,1302,2024-03-29,Cancelled,242.57
2695,76,2023-12-17,Shipped,4542.93
2696,4497,2024-08-21,Delivered,5162.08
2697,1511,2024-05-20,Shipped,1852.01
2698,1136,2024-01-28,Processing,5701.6
2699,891,2024-03-14,Processing,2004.95
2700,4565,2024-09-04,Processing,2867.8
2701,3185,2024-10-06,Cancelled,7317.91
2702,1318,2024-09-10,Cancelled,5619.29
2703,2816,2024-08-14,Shipped,2633.5
2704,2899,2023-10-19,Cancelled,3495.92
2705,1012,2024-02-24,Delivered,5957.25
2706,2467,2024-05-31,Cancelled,1747.82
2707,646,2024-02-11,Shipped,1434.05
2708,1069,2023-11-24,Cancelled,9978.57
2709,2391,2023-11-10,Delivered,7590.34
2710,723,2024-04-09,Shipped,4513.92
2711,1892,2024-03-22,Processing,4680.54
2712,2499,2024-08-22,Delivered,1738.13
2713,2637,2023-12-04,Processing,11.54
2714,1284,2024-05-14,Processing,2501.52
2715,855,2023-11-24,Shipped,8179.6
2716,3125,2024-10-11,Processing,318.64
2717,837,2024-02-29,Delivered,2623.37
2718,3993,2024-09-30,Processing,1780.77
2719,4932,2024-01-01,Cancelled,7526.0
2720,355,2024-07-24,Cancelled,4775.72
2721,2845,2024-03-18,Processing,714.85
2722,4928,2023-11-10,Cancelled,1246.14
2723,655,2024-04-27,Processing,3980.72
2724,4093,2024-09-27,Processing,1622.23
2725,1247,2024-03-23,Processing,3977.49
2726,1665,2023-11-26,Cancelled,7709.67
2727,2121,2024-05-30,Cancelled,9407.98
2728,1705,2024-06-23,Processing,3339.98
2729,469,2024-02-04,Delivered,2981.28
2730,1909,2024-03-16,Delivered,8168.72
2731,2105,2024-01-06,Cancelled,8079.84
2732,3849,2024-03-31,Shipped,5815.12
2733,573,2024-07-07,Delivered,7619.38
2734,2890,2024-07-02,Processing,4313.43
2735,2880,2024-03-20,Delivered,5476.14
2736,1214,2024-09-28,Processing,6173.06
2737,278,2024-05-28,Delivered,9558.54
2738,2415,2024-06-09,Cancelled,6053.23
2739,2224,2023-10-16,Shipped,441.28
2740,3193,2024-01-06,Delivered,5023.89
2741,3498,2024-06-21,Cancelled,597.15
2742,1808,2023-12-09,Cancelled,3032.82
2743,1728,2023-11-05,Delivered,9356.47
2744,3384,2023-12-15,Shipped,322.23
2745,2603,2024-03-17,Processing,6819.08
2746,4777,2024-04-19,Shipped,3816.41
2747,4397,2024-08-21,Processing,2219.32
2748,1166,2023-10-31,Shipped,6173.55
2749,3584,2024-06-07,Processing,8383.14
2750,919,2023-10-28,Delivered,3364.52
2751,1125,2024-04-07,Cancelled,974.2
2752,263,2023-11-30,Cancelled,2703.93
2753,1040,2024-05-21,Shipped,442.93
2754,4354,2024-02-03,Delivered,3573.28
2755,4455,2024-08-08,Processing,10511.42
2756,2151,2024-01-12,Delivered,733.18
2757,2854,2024-04-25,Delivered,4666.22
2758,2233,2024-05-18,Delivered,6031.31
2759,1048,2024-05-15,Processing,403.39
2760,2198,2023-11-10,Processing,5240.74
2761,3820,2024-09-07,Processing,2663.0
2762,1231,2024-05-31,Processing,6136.18
2763,2569,2024-01-30,Cancelled,3019.87
2764,4962,2024-06-16,Cancelled,2970.96
2765,2230,2023-11-24,Processing,8912.91
2766,1140,2024-09-15,Delivered,905.28
2767,2486,2024-03-05,Shipped,2669.98
2768,3335,2023-12-24,Shipped,3625.22
2769,2350,2023-11-30,Cancelled,431.46
2770,1152,2024-09-25,Processing,6921.98
2771,497,2024-05-23,Processing,1896.5
2772,2142,2023-11-07,Cancelled,11883.22
2773,2264,2023-12-12,Cancelled,9905.95
2774,2834,2024-07-19,Shipped,10203.8
2775,3159,2024-03-17,Cancelled,1687.93
2776,1224,2024-02-10,Processing,330.24
2777,2946,2024-05-19,Cancelled,7029.24
2778,629,2024-04-13,Shipped,4605.73
2779,3690,2024-07-28,Delivered,4872.81
2780,2985,2024-05-02,Cancelled,2024.48
2781,2282,2024-07-30,Shipped,1104.18
2782,2511,2023-10-20,Shipped,1800.48
2783,4793,2024-05-18,Cancelled,2409.98
2784,4987,2024-01-10,Processing,4616.34
2785,3094,2024-02-19,Shipped,6200.7
2786,1520,2024-05-17,Shipped,250.08
2787,3850,2024-02-29,Delivered,2192.45
2788,3999,2024-04-21,Delivered,3921.68
2789,4819,2024-10-03,Cancelled,9025.91
2790,376,2024-03-31,Cancelled,3547.38
2791,4155,2024-05-03,Cancelled,4704.46
2792,2048,2024-09-20,Delivered,2724.06
2793,4728,2023-12-18,Delivered,5347.71
2794,1294,2024-06-10,Cancelled,8613.98
2795,2144,2024-07-03,Processing,6856.91
2796,394,2024-04-25,Shipped,869.44
2797,2397,2024-09-12,Delivered,5103.95
2798,4481,2024-08-15,Cancelled,4117.97
2799,2968,2024-05-11,Shipped,7638.62
2800,1021,2023-11-01,Delivered,4895.29
2801,512,2023-11-18,Shipped,5975.59
2802,3229,2024-05-24,Shipped,2615.53
2803,4690,2024-02-07,Delivered,3464.06
2804,3580,2024-01-06,Cancelled,4547.56
2805,2974,2024-07-09,Delivered,5537.12
2806,2423,2024-06-17,Processing,3153.36
2807,1772,2023-10-19,Delivered,7456.75
2808,3157,2024-02-23,Cancelled,2877.9
2809,2714,2023-12-16,Shipped,3416.67
2810,420,2024-01-04,Delivered,311.58
2811,4086,2024-06-16,Delivered,9045.14
2812,436,2024-02-28,Cancelled,6224.34
2813,2834,2024-01-15,Shipped,9618.49
2814,4516,2024-07-22,Processing,1271.45
2815,3629,2023-11-19,Shipped,631.1
2816,3866,2024-09-08,Shipped,1650.04
2817,1398,2024-01-09,Delivered,5968.63
2818,4742,2023-11-06,Delivered,9899.86
2819,4443,2024-06-28,Delivered,6402.64
2820,4744,2024-01-20,Shipped,5293.98
2821,664,2024-04-27,Cancelled,6743.25
2822,3700,2024-02-18,Cancelled,8014.84
2823,3433,2024-03-21,Cancelled,3669.49
2824,4421,2023-11-09,Delivered,1781.97
2825,2371,2024-07-25,Shipped,6136.6
2826,1353,2024-05-15,Cancelled,3129.13
2827,3302,2024-04-22,Cancelled,2280.12
2828,4606,2024-04-21,Delivered,8645.09
2829,764,2024-08-02,Cancelled,4754.56
2830,3834,2024-09-14,Cancelled,3108.08
2831,142,2024-08-31,Processing,2743.84
2832,2332,2024-09-09,Cancelled,614.94
2833,1427,2024-10-02,Delivered,1861.17
2834,1882,2023-11-30,Processing,4121.07
2835,517,2024-01-06,Processing,7068.53
2836,822,2024-05-23,Shipped,2917.66
2837,4699,2024-05-10,Delivered,4232.13
2838,1276,2024-04-25,Delivered,3240.74
2839,4902,2024-04-10,Cancelled,573.21
2840,1415,2024-04-02,Processing,1399.75
2841,852,2024-04-21,Processing,3199.68
2842,1723,2024-05-25,Shipped,6707.44
2843,3289,2024-02-04,Delivered,132.78
2844,929,2024-02-22,Cancelled,1804.51
2845,4547,2024-04-30,Processing,8971.79
2846,4121,2023-10-17,Delivered,1920.4
2847,1067,2024-01-02,Processing,12127.64
2848,397,2023-11-11,Processing,3867.37
2849,1445,2024-04-16,Processing,41.19
2850,4982,2024-10-03,Shipped,5339.24
2851,3654,2024-06-05,Shipped,240.26
2852,2465,2024-02-22,Shipped,1189.56
2853,3154,2024-01-29,Delivered,4399.5
2854,97,2024-07-23,Delivered,4094.6
2855,1824,2024-09-25,Shipped,2046.02
2856,788,2023-10-29,Shipped,1642.56
2857,3795,2024-05-25,Processing,7143.45
2858,771,2024-05-16,Shipped,4845.43
2859,1360,2024-05-08,Shipped,6425.48
2860,1812,2024-01-17,Processing,726.2
2861,1141,2023-12-10,Processing,6247.37
2862,3894,2024-03-02,Processing,3576.05
2863,4708,2024-04-22,Processing,1702.95
2864,1145,2023-11-26,Delivered,2496.47
2865,746,2024-05-05,Cancelled,320.26
2866,1490,2023-11-25,Processing,994.32
2867,2412,2024-03-01,Cancelled,8432.17
2868,3942,2023-10-18,Delivered,6716.3
2869,3248,2024-03-02,Processing,5194.81
2870,3613,2024-05-29,Cancelled,412.02
2871,2779,2024-02-23,Shipped,3349.24
2872,2457,2024-03-20,Processing,1096.06
2873,443,2024-08-06,Processing,9753.4
2874,567,2024-03-18,Shipped,3705.94
2875,1294,2024-08-20,Processing,1268.4
2876,3707,2024-07-10,Processing,10676.16
2877,528,2024-07-02,Shipped,4956.32
2878,4916,2024-06-08,Processing,4340.72
2879,466,2023-11-01,Cancelled,4034.48
2880,2175,2024-06-19,Cancelled,4708.47
2881,2461,2024-10-13,Processing,572.8
2882,2217,2024-10-13,Processing,1035.12
2883,3496,2024-02-02,Cancelled,367.85
2884,1473,2024-06-13,Processing,2255.74
2885,4805,2023-11-13,Shipped,9450.93
2886,1279,2024-04-12,Delivered,3728.88
2887,59,2024-08-13,Delivered,6680.35
2888,3840,2024-05-18,Shipped,3634.8
2889,3791,2024-05-03,Shipped,6488.85
2890,3612,2023-11-25,Delivered,2407.13
2891,4881,2023-12-13,Processing,2441.16
2892,385,2024-09-28,Processing,489.08
2893,3718,2024-08-28,Delivered,3577.05
2894,2570,2024-07-09,Cancelled,1505.4
2895,1248,2023-11-30,Processing,4015.68
2896,1650,2024-02-06,Processing,4413.4
2897,1091,2024-08-14,Shipped,2518.86
2898,2924,2024-08-07,Cancelled,53.54
2899,539,2023-11-07,Shipped,10410.31
2900,2914,2024-06-06,Delivered,3195.95
2901,2219,2024-07-06,Delivered,8526.75
2902,1110,2023-11-10,Shipped,2139.27
2903,4332,2024-05-08,Delivered,8969.55
2904,1647,2024-01-07,Shipped,2263.61
2905,1418,2023-12-18,Processing,13041.74
2906,2929,2024-03-13,Cancelled,5698.32
2907,1379,2024-01-04,Shipped,205.04
2908,3853,2024-04-08,Shipped,1889.15
2909,3913,2024-07-15,Processing,5547.67
2910,1390,2024-01-04,Delivered,5619.2
2911,2874,2024-03-18,Delivered,2605.74
2912,3189,2023-12-11,Cancelled,9275.49
2913,3375,2024-05-27,Cancelled,3249.53
2914,2752,2024-08-31,Cancelled,6280.84
2915,827,2024-09-07,Delivered,3303.18
2916,279,2023-12-22,Cancelled,2845.37
2917,3785,2024-07-20,Cancelled,6245.87
2918,4520,2024-02-24,Delivered,13435.01
2919,3156,2024-06-03,Delivered,803.82
2920,3806,2024-06-20,Cancelled,372.12
2921,4376,2024-02-26,Delivered,2666.14
2922,120,2024-08-15,Shipped,7703.7
2923,3618,2023-10-21,Processing,639.89
2924,4075,2024-10-10,Delivered,6441.96
2925,3560,2024-06-03,Cancelled,751.79
2926,3254,2024-07-25,Cancelled,2435.01
2927,3726,2024-02-16,Cancelled,5395.27
2928,4871,2024-06-06,Cancelled,2518.74
2929,4064,2023-12-11,Processing,4429.3
2930,2459,2024-10-14,Cancelled,971.08
2931,1922,2024-04-02,Processing,245.2
2932,4485,2023-11-04,Cancelled,10503.76
2933,4309,2024-10-05,Delivered,2649.23
2934,4976,2024-08-14,Cancelled,2316.46
2935,3589,2024-05-09,Cancelled,2277.8
2936,1236,2024-05-17,Delivered,1101.25
2937,4418,2024-10-01,Delivered,2897.14
2938,2177,2024-01-30,Delivered,3260.5
2939,379,2023-11-29,Cancelled,5020.74
2940,2089,2024-08-25,Cancelled,4585.87
2941,4231,2024-01-20,Delivered,9807.79
2942,1875,2024-01-22,Shipped,4835.06
2943,4895,2023-11-12,Delivered,7323.08
2944,4054,2024-06-11,Processing,3485.85
2945,4505,2023-10-18,Cancelled,621.08
2946,1931,2024-10-02,Delivered,4430.21
2947,2427,2023-12-31,Processing,6658.47
2948,1785,2024-01-08,Shipped,2880.09
2949,924,2023-12-18,Delivered,4938.73
2950,4766,2024-01-17,Processing,5483.77
2951,2963,2023-11-03,Delivered,4237.87
2952,3782,2023-11-06,Delivered,2971.51
2953,4583,2024-03-12,Cancelled,3247.36
2954,3570,2024-01-30,Shipped,464.81
2955,4240,2024-09-01,Cancelled,5734.09
2956,3246,2023-10-19,Shipped,1411.2
2957,551,2024-03-09,Shipped,1276.4
2958,1033,2024-02-12,Processing,655.5
2959,904,2024-10-12,Shipped,7089.64
2960,2720,2024-03-03,Delivered,4246.27
2961,1609,2023-10-16,Delivered,6688.37
2962,3536,2024-04-01,Cancelled,6551.25
2963,2436,2024-01-11,Delivered,2228.91
2964,4575,2024-07-18,Cancelled,8528.27
2965,2578,2024-10-14,Shipped,7170.51
2966,1341,2024-06-17,Delivered,2008.73
2967,3044,2024-06-30,Delivered,9508.55
2968,2876,2024-03-29,Cancelled,507.0
2969,4751,2024-08-15,Processing,4708.24
2970,2963,2024-07-02,Shipped,5735.56
2971,4495,2024-04-27,Shipped,8314.7
2972,1277,2024-04-14,Processing,4769.07
2973,1390,2024-03-09,Processing,1141.44
2974,1050,2024-08-14,Cancelled,808.32
2975,1636,2024-04-27,Delivered,13208.55
2976,4140,2024-06-19,Delivered,3524.45
2977,2230,2023-12-31,Processing,2292.12
2978,799,2024-08-06,Delivered,4374.36
2979,1771,2023-12-27,Delivered,1388.13
2980,4408,2024-03-29,Cancelled,2066.68
2981,4487,2024-05-02,Cancelled,8651.17
2982,3010,2024-03-28,Delivered,6136.8
2983,3334,2024-06-02,Cancelled,1220.85
2984,2624,2024-09-01,Delivered,5320.95
2985,3436,2024-05-15,Cancelled,9795.0
2986,2697,2024-01-29,Processing,763.71
2987,393,2024-01-29,Processing,855.61
2988,1782,2024-07-21,Delivered,9539.94
2989,1927,2024-07-08,Cancelled,10224.08
2990,3836,2023-11-08,Processing,3597.75
2991,3462,2024-05-09,Processing,5144.38
2992,3319,2024-07-17,Processing,975.51
2993,1577,2024-05-01,Delivered,27.38
2994,3033,2024-10-05,Processing,4254.08
2995,3349,2023-11-07,Delivered,2184.48
2996,4360,2024-06-03,Cancelled,3753.39
2997,4931,2024-06-10,Shipped,11067.85
2998,4569,2024-07-21,Processing,3992.23
2999,4862,2024-06-22,Processing,998.97
3000,3688,2024-07-27,Shipped,5487.88
3001,2546,2023-11-28,Delivered,9263.91
3002,4710,2024-03-01,Delivered,21.34
3003,3093,2024-06-01,Cancelled,5257.78
3004,481,2024-04-29,Delivered,4880.96
3005,4871,2024-08-24,Delivered,591.3
3006,2232,2024-03-08,Processing,4323.02
3007,939,2023-10-23,Delivered,3374.42
3008,2099,2023-11-29,Shipped,3023.8
3009,106,2024-05-01,Delivered,493.27
3010,2358,2024-05-24,Shipped,696.68
3011,2820,2024-06-11,Processing,6942.82
3012,4454,2024-03-12,Shipped,5008.47
3013,3912,2024-07-03,Cancelled,4365.92
3014,2013,2024-08-10,Cancelled,4282.15
3015,3606,2024-01-30,Processing,2908.75
3016,4053,2024-04-26,Processing,1824.51
3017,2548,2024-05-15,Processing,2198.4
3018,3943,2023-12-07,Cancelled,2956.09
3019,1510,2024-07-04,Cancelled,10025.35
3020,2700,2024-04-03,Delivered,3449.91
3021,1360,2024-08-28,Cancelled,990.58
3022,1699,2024-08-16,Processing,550.4
3023,1268,2024-01-26,Cancelled,2128.25
3024,4285,2023-11-20,Delivered,290.36
3025,4755,2024-06-08,Processing,7396.36
3026,3099,2024-05-02,Processing,3952.37
3027,825,2024-03-17,Shipped,5136.58
3028,1671,2024-07-22,Processing,7431.08
3029,3367,2024-10-14,Shipped,5619.03
3030,3899,2024-04-13,Delivered,1596.38
3031,3062,2024-09-03,Delivered,472.23
3032,2108,2024-03-11,Shipped,4463.66
3033,1779,2023-11-11,Cancelled,10858.15
3034,1545,2024-04-30,Delivered,4519.96
3035,444,2024-05-14,Processing,5714.17
3036,663,2023-11-20,Delivered,4902.74
3037,3847,2024-02-03,Delivered,5329.64
3038,2109,2024-05-04,Delivered,4587.18
3039,881,2023-10-22,Processing,1946.25
3040,3025,2024-09-11,Delivered,3289.26
3041,3582,2024-01-26,Shipped,17.3
3042,4926,2024-08-20,Cancelled,3240.29
3043,4246,2023-11-03,Delivered,5131.97
3044,1947,2024-08-15,Delivered,3660.43
3045,1431,2024-09-11,Cancelled,7352.68
3046,2808,2024-07-02,Cancelled,894.84
3047,4170,2024-06-07,Processing,8448.64
3048,1790,2024-01-29,Processing,10201.11
3049,3431,2024-07-13,Cancelled,6375.64
3050,2611,2024-09-12,Cancelled,3720.26
3051,2328,2024-03-28,Delivered,2583.14
3052,2632,2024-03-26,Processing,3742.2
3053,2450,2024-04-01,Shipped,3998.32
3054,62,2024-07-30,Processing,4684.52
3055,634,2024-05-10,Delivered,8211.62
3056,3267,2024-05-14,Delivered,249.75
3057,3338,2024-01-01,Delivered,4878.02
3058,2107,2024-04-01,Delivered,2583.79
3059,1475,2024-07-03,Processing,1950.25
3060,2878,2024-03-29,Shipped,61.68
3061,4075,2023-10-19,Shipped,8314.76
3062,2896,2023-12-30,Processing,2816.1
3063,3899,2024-07-19,Shipped,2697.82
3064,3865,2024-09-01,Processing,331.65
3065,4582,2023-10-31,Delivered,8942.54
3066,4329,2024-10-08,Delivered,3794.42
3067,505,2024-08-07,Delivered,5084.68
3068,3077,2024-06-18,Cancelled,6021.44
3069,940,2023-12-22,Delivered,1662.44
3070,3176,2024-03-03,Cancelled,1245.18
3071,445,2024-08-09,Delivered,6923.69
3072,3269,2024-01-14,Cancelled,3550.42
3073,4038,2024-04-19,Shipped,2587.32
3074,4583,2024-08-17,Delivered,4938.81
3075,1452,2024-09-30,Processing,6520.62
3076,393,2024-09-21,Shipped,2176.27
3077,2612,2024-03-16,Shipped,3597.64
3078,2271,2024-08-01,Shipped,505.8
3079,2162,2024-06-11,Delivered,136.59
3080,3141,2024-02-11,Processing,795.78
3081,1770,2024-09-04,Processing,471.51
3082,4296,2024-10-12,Processing,2416.69
3083,4050,2023-11-19,Delivered,5540.59
3084,4671,2024-05-27,Cancelled,1399.88
3085,2192,2024-02-21,Shipped,4028.87
3086,1925,2024-03-31,Delivered,4742.24
3087,224,2024-09-24,Shipped,1799.59
3088,3238,2024-01-20,Delivered,815.5
3089,619,2024-07-21,Delivered,2506.5
3090,1915,2024-02-18,Processing,6107.34
3091,3472,2024-01-02,Shipped,2706.49
3092,2824,2024-03-17,Delivered,3739.84
3093,464,2024-02-19,Delivered,5995.88
3094,3601,2024-02-20,Shipped,1931.12
3095,931,2023-11-11,Cancelled,1046.56
3096,2972,2024-07-20,Cancelled,3239.29
3097,2594,2024-02-12,Processing,8115.86
3098,2465,2024-08-19,Delivered,2681.67
3099,4934,2023-11-19,Shipped,2106.94
3100,4382,2024-06-24,Delivered,5817.3
3101,1328,2024-10-13,Delivered,5645.24
3102,2833,2023-10-26,Shipped,3212.99
3103,2433,2023-11-26,Processing,2265.07
3104,135,2024-06-14,Delivered,7869.54
3105,512,2024-03-03,Delivered,4151.86
3106,4973,2024-02-15,Shipped,785.16
3107,17,2024-10-10,Processing,2039.82
3108,4781,2024-03-21,Processing,3379.2
3109,1416,2023-11-01,Delivered,8460.21
3110,4795,2023-11-15,Cancelled,1523.68
3111,684,2024-05-12,Processing,5521.06
3112,1739,2023-10-16,Processing,1112.22
3113,4645,2024-01-27,Delivered,6288.29
3114,4827,2024-01-04,Delivered,2911.95
3115,4709,2024-07-16,Processing,10340.6
3116,4194,2024-04-10,Delivered,966.24
3117,2183,2023-12-24,Delivered,8154.94
3118,3662,2024-06-26,Shipped,9652.61
3119,4570,2024-02-10,Shipped,2457.19
3120,2963,2023-12-12,Shipped,3036.93
3121,1593,2023-12-24,Shipped,5029.98
3122,3511,2024-03-08,Cancelled,9723.13
3123,2337,2024-03-10,Delivered,9195.43
3124,2690,2024-02-24,Processing,1347.37
3125,875,2024-09-09,Cancelled,3945.43
3126,2663,2024-06-29,Delivered,2356.18
3127,2468,2024-07-14,Cancelled,4581.94
3128,4330,2024-07-06,Shipped,2763.34
3129,2160,2024-02-25,Shipped,1062.84
3130,4761,2024-06-05,Processing,2497.95
3131,4267,2024-04-09,Processing,2363.74
3132,2642,2024-06-24,Delivered,602.11
3133,1404,2024-06-02,Shipped,2901.11
3134,1887,2024-06-05,Shipped,3155.58
3135,3729,2024-03-31,Shipped,4016.74
3136,3768,2023-11-20,Shipped,760.04
3137,4619,2024-03-30,Processing,3378.96
3138,4976,2024-09-06,Processing,2623.56
3139,1458,2024-02-09,Shipped,7692.93
3140,862,2023-11-22,Delivered,4189.12
3141,4203,2024-06-29,Processing,560.26
3142,3106,2024-10-12,Delivered,3060.05
3143,1171,2024-08-05,Processing,3337.09
3144,1314,2024-02-08,Processing,2507.6
3145,1797,2023-10-20,Shipped,5767.52
3146,2813,2024-05-12,Delivered,6680.28
3147,3135,2024-02-28,Delivered,498.37
3148,985,2024-06-04,Processing,355.65
3149,3181,2024-02-22,Cancelled,2537.29
3150,4451,2024-03-15,Processing,3452.12
3151,1302,2024-08-17,Shipped,7819.75
3152,2538,2024-02-03,Shipped,2974.9
3153,67,2024-06-21,Delivered,3374.28
3154,3793,2023-10-17,Delivered,406.48
3155,4669,2023-12-25,Processing,8182.09
3156,3134,2024-07-14,Cancelled,3805.73
3157,3800,2024-08-31,Cancelled,420.08
3158,3747,2024-05-11,Processing,6190.34
3159,3922,2024-05-28,Shipped,3286.08
3160,3419,2024-01-21,Shipped,5490.36
3161,4767,2024-08-31,Cancelled,6630.55
3162,150,2024-04-23,Shipped,2804.17
3163,1919,2023-10-29,Processing,8156.64
3164,57,2024-10-04,Delivered,3502.58
3165,4242,2024-07-16,Shipped,1187.37
3166,4211,2024-07-30,Shipped,8543.9
3167,3073,2024-03-25,Processing,5710.5
3168,4387,2023-11-28,Processing,2053.25
3169,3129,2024-02-20,Processing,1860.64
3170,1858,2023-11-12,Shipped,5159.85
3171,1773,2024-01-02,Delivered,5675.95
3172,3443,2024-03-07,Delivered,3516.9
3173,2301,2024-07-20,Processing,4214.21
3174,4998,2024-01-09,Processing,6960.9
3175,386,2024-05-15,Cancelled,726.29
3176,354,2024-09-17,Delivered,4156.4
3177,1947,2023-11-12,Shipped,2911.79
3178,1197,2024-03-27,Shipped,5751.58
3179,3710,2023-11-18,Processing,1926.82
3180,2058,2024-05-28,Delivered,2532.48
3181,1988,2024-04-06,Processing,2408.8
3182,3481,2023-11-17,Cancelled,8757.1
3183,4143,2024-09-26,Delivered,5133.84
3184,190,2024-08-23,Processing,1178.75
3185,2081,2024-04-24,Cancelled,1390.68
3186,1780,2023-12-22,Shipped,2014.98
3187,2391,2024-03-17,Shipped,4070.61
3188,994,2024-07-05,Processing,5552.07
3189,1420,2024-07-21,Processing,3129.04
3190,171,2023-12-27,Delivered,1381.86
3191,3731,2024-06-21,Shipped,7777.42
3192,3429,2024-04-04,Processing,3767.26
3193,2786,2023-12-03,Shipped,290.36
3194,1209,2024-03-21,Cancelled,507.54
3195,1251,2024-03-16,Processing,149.31
3196,4160,2024-05-25,Shipped,6861.03
3197,3447,2024-08-05,Processing,8650.3
3198,1867,2024-10-01,Delivered,6603.05
3199,1238,2023-11-05,Shipped,7870.75
3200,3084,2024-02-06,Processing,2816.19
3201,2930,2023-11-11,Shipped,239.01
3202,4406,2024-05-09,Processing,8879.74
3203,3770,2024-03-31,Delivered,688.32
3204,3392,2023-11-23,Shipped,2872.98
3205,759,2024-07-11,Cancelled,9179.73
3206,332,2023-12-28,Processing,2310.66
3207,55,2024-10-14,Cancelled,3938.6
3208,4763,2023-12-01,Processing,9094.57
3209,3605,2024-06-10,Cancelled,10248.3
3210,332,2024-04-16,Cancelled,5919.29
3211,3501,2023-12-21,Shipped,10165.3
3212,860,2024-03-07,Delivered,7711.21
3213,728,2024-02-04,Delivered,2560.69
3214,744,2024-09-21,Cancelled,2646.4
3215,3679,2024-08-22,Shipped,77.37
3216,511,2024-02-13,Cancelled,340.2
3217,2230,2024-03-15,Shipped,636.08
3218,4698,2024-08-07,Processing,9570.38
3219,2301,2023-12-15,Shipped,4968.87
3220,2386,2024-05-09,Processing,416.46
3221,3268,2024-08-04,Processing,2104.57
3222,1038,2024-02-08,Shipped,5128.73
3223,4511,2023-11-06,Cancelled,7200.26
3224,282,2024-06-30,Processing,432.58
3225,1085,2023-12-05,Processing,6175.36
3226,868,2024-06-02,Cancelled,2438.44
3227,3675,2024-09-12,Shipped,3382.1
3228,413,2024-05-28,Shipped,5649.29
3229,2868,2024-08-26,Shipped,2446.22
3230,3430,2023-10-29,Processing,4357.74
3231,339,2024-09-06,Cancelled,3865.23
3232,3473,2023-11-18,Processing,5910.0
3233,1858,2024-03-11,Delivered,7523.19
3234,1812,2024-09-07,Delivered,6921.73
3235,2070,2024-07-19,Shipped,11214.15
3236,4635,2024-03-15,Delivered,5610.01
3237,2127,2023-10-20,Cancelled,7018.34
3238,4376,2024-05-01,Cancelled,2611.35
3239,2949,2024-06-01,Shipped,3412.84
3240,1084,2024-10-05,Processing,7772.52
3241,3665,2024-03-22,Cancelled,2631.01
3242,2495,2023-12-24,Delivered,2793.96
3243,1156,2024-03-11,Delivered,440.94
3244,973,2024-01-20,Delivered,970.08
3245,4941,2024-02-10,Shipped,3117.81
3246,2955,2024-08-16,Delivered,5989.77
3247,2702,2023-11-28,Shipped,7852.94
3248,2164,2024-10-15,Delivered,1855.37
3249,4676,2023-10-30,Cancelled,6468.55
3250,4246,2024-09-21,Shipped,793.36
3251,3624,2024-06-07,Shipped,8030.86
3252,1501,2024-08-04,Cancelled,1709.95
3253,3348,2024-04-29,Delivered,6212.52
3254,286,2024-05-03,Cancelled,11696.32
3255,4362,2024-06-06,Delivered,1708.56
